item_skey,item_number,item_description,item_category
14702,1598019,Rabeprazole Sodium (250 mg) (2-({[4-(3-Methoxypropoxy)-3-methylpyridin-2-yl]methyl}sulfinyl)benzimidazole sodium salt hydrate),Active Pharmaceutical Ingredients
13740,1598064,Rabeprazole Related Compound E (25 mg) (2-{[4-(3-Methoxypropoxy)-3-methyl-2-pyridyl]methylthio}benzimidazole),Impurity
15378,1033247,Ampicillin System Suitability Mixture (10 mg),System Suitability
17745,1012871,"Alfuzosin System Suitability Mixture A (25 mg) (Alfuzosin Hydrochloride containing Impurity A, Impurity D, and Impurity E)",System Suitability
3344,1134175,Cilostazol Related Compound B (50 mg) (6-[4-(1-Cyclohexyl-1H-tetrazol-5-yl)-butoxy]-1H-quinolin-2-one),Impurity
11355,1097104,Cefadroxil (200 mg),Active Pharmaceutical Ingredients
6895,1285002,Flurazepam Hydrochloride CIV (200 mg),Active Pharmaceutical Ingredients
8677,1463870,"Nimodipine Related Compound A (50 mg) (2-methoxyethyl-1-methylethyl 2,6-dimethyl-4-(3-nitrophenyl)pyridine-3,5-dicarboxylate)",Impurity
53600,1097589,"Cefdinir Related Compound B (10 mg) ((6R,7R)-7-[2-(2-amino-4-thiazolyl)acetamido]-8-oxo-3-vinyl-5-thia-1-azabicyclo[4,2,0]oct-2-ene-2-carboxylic acid)",Impurity
13987,1667600,Alpha Tocopherol (250 mg),Dietary Supplements
6512,1130006,Chlorthalidone (200 mg),Active Pharmaceutical Ingredients
13404,1140418,"Clonidine Related Compound A (25 mg) (1-Acetyl-2-(2,6-dichlorophenylimino)-imidazolidine)",Impurity
74733,1724697,Zidovudine Related Compound G,Impurity
70750,1175773,Desvenlafaxine Succinate (200 mg) (1-[2-(Dimethylamino)-1-(4-hydroxyphenyl)ethyl]cyclohexanol hydrogen butanedioate monohydrate),Active Pharmaceutical Ingredients
8775,1096633,Carvedilol Related Compound A (15 mg) (1-(4-(2-hydroxy-3-(2-(2-methoxyphenoxy)ethylamino)propoxy)-9H-carbazol-9-yl)-3-(2-(2-methoxyphenoxy)ethylamino)propan-2-ol),Impurity
14439,1642256,Sumatriptan Succinate Related Impurities (25 mg),Impurity
14672,1095506,Carbidopa (400 mg),Active Pharmaceutical Ingredients
10730,1705006,L-Tyrosine (500 mg),Dietary Supplements
5941,1672600,Tramadol Hydrochloride CIV (100 mg),Active Pharmaceutical Ingredients
45284,1483200,"Oxcarbazepine Related Compound E (10 mg) (10(11H)-Oxo-5H-dibenz[b,f]azepine)",Impurity
14460,1093001,Carbamazepine (100 mg),Active Pharmaceutical Ingredients
13380,1377010,Meclizine Related Compound A (15 mg) (4-Chlorobenzhydrol),Impurity
11871,1707883,Valacyclovir Related Compound F (25 mg) (2-hydroxyethyl valinate para-toluenesulfonate salt),Impurity
2884,1707855,"Valacyclovir Related Compound C (10 mg) (2-[(2-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)methoxy]ethyl N-methyl-L-valinate hydrochloride)",Impurity
12572,1707861,"Valacyclovir Related Compound D (15 mg) (2-[(2-Amino-6-oxo-1,6-dihydro-9H-purin-9yl)methoxy]ethyl N-ethyl-L-valinate)",Impurity
6043,1613804,Sodium Chloride (1 g),Excipients
7934,1443250,Mexiletine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
11934,1085003,Caffeine (200 mg),Active Pharmaceutical Ingredients
12018,1598338,Ramipril Related Compound C (20 mg) (Hexahydroramipril Hydrochloride),Impurity
14417,1091200,Captopril (200 mg),Active Pharmaceutical Ingredients
5542,1157013,Cyclophosphamide Related Compound A (25 mg) (bis(2-chloroethyl)amine hydrochloride),Impurity
13798,1673533,"Trazodone Related Compound C (20 mg) (2-{3-[4-(4-chlorophenyl)piperazin-1-yl]propyl}-[1,2,4]triazolo[4,3-a]pyridin-3(2H)-one hydrochloride)",Impurity
9457,1494909,"Pantoprazole Related Compound A (25 mg) (5-(difluoromethoxy)-2-[[(3,4-dimethoxy-2-pyridinyl)methyl]sulfonyl]-1H-benzimidazole)",Impurity
12970,1667530,Tinidazole Related Compound A (100 mg) (2-methyl-5-nitroimidazole),Impurity
10022,1347507,Ipratropium Bromide (200 mg),Active Pharmaceutical Ingredients
1593,1347530,Ipratropium Bromide Related Compound C (15 mg) ((2-RS)-3-hydroxy-2-phenylpropanoic acid),Impurity
9145,1171910,"Desflurane Related Compound A (0.1 mL)  (Bis-(1,2,2,2-tetrafluoroethyl)ether)",Impurity
6921,1349003,Isoflurane (1 mL),Active Pharmaceutical Ingredients
9507,1334006,Hydroxyzine Pamoate (500 mg),Active Pharmaceutical Ingredients
9794,1643474,"Terazosin Related Compound B (50 mg) (1-(4-hydroxy-6,7-dimethoxy-2-quinazolinyl)-4-[(tetrahydro-2-furanyl)carbonyl]piperazine)",Impurity
9792,1643452,Terazosin Hydrochloride (200 mg),Active Pharmaceutical Ingredients
15519,1335632,Ibutilide Related Compound B (20 mg) (N-Ethyl-N-heptyl-4-hydroxy-4-[4-(methylsulfonamido)phenyl]butanamide),Impurity
10711,1558003,Prednisolone Tebutate (200 mg),Active Pharmaceutical Ingredients
14167,1604756,"Risperidone Related Compound G (25 mg) (3-{2-[4-(4-Fluoro-2-hydroxybenzoyl)piperidin-1-yl]ethyl}-2-methyl-6,7,8,9-tetrahydro-4H-pyrido[1,2-a]pyrimidin-4-one hydrochloride)",Impurity
6370,1337004,"Iminodibenzyl (25 mg) (10,11-Dihydro-5H-dibenzo[b,f]azepine)",Impurity
69840,1013818,"Alosetron Related Compound A (25 mg) (5-Methyl-2,3,4,5-tetrahydro-1H-pyrido[4,3-b]indol-1-one)",Impurity
34893,1479053,"Orphenadrine Related Compound E (50 mg) (N,N-Dimethyl-2-[phenyl(m-tolyl)methoxy]ethanamine)",Impurity
16491,1380524,"Memantine Related Compound B (15 mg) (3,5-Dimethyladamantane-1-ol)",Impurity
14404,1380546,"Memantine Related Compound D (50 mg) (1-Bromo-3,5-dimethyladamantane)",Impurity
67750,1181040,"Dextromethorphan Related Compound C (30 mg) (3-Methoxy-17-methyl-9 Alpha,13 Alpha,14 Alpha-morphinan-10-one)",Impurity
11379,1123000,Chlorpheniramine Maleate (125 mg),Active Pharmaceutical Ingredients
3850,1356315,"Ketorolac Related Compound A (20 mg) (5-Benzoyl-N-(1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)-2,3-dihydro-1H-pyrrolizine-1-carboxamide)",Impurity
9699,1724372,"Zaleplon Related Compound B (15 mg) (N-[3-(3-Cyanopyrazolo[1,5-alpha]pyrimidin-5-yl)phenyl]-N-ethylacetamide)",Impurity
58737,1162556,"Dalfampridine Related Compound B (50 mg) (3,5-Dibromopyridin-4-amine)",Impurity
8492,1485114,Oxybutynin Related Compound A (100 mg) (Phenylcyclohexylglycolic Acid),Impurity
8378,1443205,Metyrosine (200 mg),Active Pharmaceutical Ingredients
12932,1237382,Epirubicin Hydrochloride (200 mg),Active Pharmaceutical Ingredients
39556,1225758,"Doxorubicinone (25 mg) ((8S,10S)-6,8,10,11-Tetrahydroxy-8-(hydroxyacetyl)-1-methoxy-7,8,9,10-tetrahydrotetracene-5,12-dione)",Impurity
72868,1012564,Albuterol Related Compound I (20 mg) (4-[2-(tert-Butylamino)-1-hydroxyethyl]phenol),Impurity
13583,1296031,Glycopyrrolate Related Compound B (50 mg) (1-Methylpyrrolidin-3-yl 2-cyclopentyl-2-hydroxy-2-phenylacetate Hydrochloride),Impurity
17475,1492222,"Palonosetron Related Compound A (15 mg) ((3aS)-1-Oxo-2-[(3S)-quinuclidin-3-yl]-2,3,3a,4,5,6-hexahydro-1H-benzo[de]isoquinoline 1-oxide)",Impurity
12695,1011743,"Adapalene Related Compound D (25 mg) (4,4'-dimethoxy-3,3'-di(adamant-1-yl)biphenyl)",Impurity
17363,1011754,"Adapalene Related Compound E (25 mg) (2,2'-binaphthyl-6,6'-dicarboxylic acid)",Impurity
10598,1604891,Rizatriptan Benzoate System Suitability Mixture (15 mg),System Suitability
13639,1448978,Mycophenolate Mofetil Related Compound B (15 mg) [(RS)-7-hydroxy-5-methoxy-4-methyl-6-[2-(5-methyl-2-oxo-tetrahydrofuran-5-yl)ethyl]-3H-isobenzofuranyl-1-one],Impurity
14711,1134084,Ciclopirox Related Compound C (10 mg) (6-Cyclohexyl-4-methylpyridin-2(1H)-one),Impurity
8311,1141024,Clotrimazole Related Compound A (25 mg) ((o-chlorophenyl)diphenylmethanol),Impurity
13053,1012666,Albuterol Related Compound C,Impurity
11582,1098130,Ceftazidime Pentahydrate (300 mg),Active Pharmaceutical Ingredients
9672,1449530,Nabumetone Related Compound A (15 mg) (1-(6-methoxy-2-naphthyl)-but-1-en-3-one),Impurity
12041,1643703,Terconazole (200 mg),Active Pharmaceutical Ingredients
64906,1598267,"Raltegravir Related Compound E (20 mg) (N-{2-[4-(Benzylcarbamoyl)-5-hydroxy-1-methyl-6-oxo-1,6-dihydropyrimidin-2-yl]propan-2-yl}-5-methyl-1,3,4-oxadiazole-2-carboxamide)",Impurity
16217,1118350,Chloroquine Related Compound D (15 mg) (7-Chloro-4-{[4-(ethylamino)-1-methylbutyl] amino} quinoline),Impurity
15681,1118361,"Chloroquine Related Compound E (10 mg) (N4-(5-chloroquinolin-4-yl)-N1,N1-diethylpentane-1,4-diamine oxalate)",Impurity
62336,1220540,"Dipyridamole Related Compound D (25 mg) (2,2'-({6-[(2-Hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-2-yl}azanediyl)diethanol)",Impurity
61894,1220528,"Dipyridamole Related Compound B (25 mg) (2,2',2'',2''',2'''',2'''''-{[8-(Piperidin-1-yl)pyrimido[5,4-d]pyrimidine-2,4,6-triyl]tris(azanetriyl)}hexaethanol)",Impurity
11020,1161000,Cyproheptadine Hydrochloride (500 mg),Active Pharmaceutical Ingredients
11985,1161010,"Cyproheptadine Related Compound A (40 mg) (5H-dibenzo[a,d]cycloheptene)",Impurity
14568,1140000,Clomiphene Citrate (500 mg),Active Pharmaceutical Ingredients
17735,1544541,"Piroxicam Related Compound D (50 mg) (Methyl 2-[1,1-dioxido-3-oxobenzoisothiazol-2(3H)-yl]acetate)",Impurity
16858,1544600,"Piroxicam Related Compound J (50 mg) (Methyl 4-hydroxy-2-methyl-2H-benzothiazine-3-carboxylate 1,1-dioxide)",Impurity
6676,1379605,Mefenamic Acid (200 mg),Active Pharmaceutical Ingredients
6729,1356508,Ketoconazole (200 mg),Active Pharmaceutical Ingredients
15436,1171397,"Depramine (20 mg) (3-(5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethylpropan-1-amine hydrochloride)",Impurity
14430,1016000,Alprostadil (25 mg),Active Pharmaceutical Ingredients
9241,1311000,Homatropine Methylbromide (250 mg),Active Pharmaceutical Ingredients
9240,1310008,Homatropine Hydrobromide (200 mg),Active Pharmaceutical Ingredients
9996,1428008,Methylene Blue (750 mg),Active Pharmaceutical Ingredients
40873,1366013,Lidocaine Hydrochloride (150 mg),Active Pharmaceutical Ingredients
8876,1409604,Methenamine Mandelate (200 mg),Active Pharmaceutical Ingredients
8972,1409502,Methenamine Hippurate (200 mg),Active Pharmaceutical Ingredients
11518,1152009,Cyanocobalamin (5 x 300 mg) (Vitamin B12),Dietary Supplements
37067,1133886,"Cidofovir Related Compound B (15 mg) (1-[(S)-3-Hydroxy-2-(O,O-diethylphosphonomethoxy)propyl]cytosine hydrochloride)",Impurity
13312,1727009,Zolmitriptan (200 mg),Active Pharmaceutical Ingredients
15129,1535899,Phthalic Acid (50 mg),Impurity
6662,1338801,Indapamide (500 mg),Active Pharmaceutical Ingredients
6554,1270800,Flecainide Acetate (200 mg),Active Pharmaceutical Ingredients
17444,1338481,Imipramine Pamoate (300 mg),Active Pharmaceutical Ingredients
81676,1349740,"Methoxsalen Related Compound B (25 mg) (4,9-Dimethoxy-7H-furo[3,2-g]chromen-7-one)",Impurity
10707,1554705,Prazosin Hydrochloride (350 mg),Active Pharmaceutical Ingredients
11487,1347631,"Irinotecan Related Compound B (10 mg) ((S)-4,11-diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione)",Impurity
2642,1718008,Voriconazole (100 mg),Active Pharmaceutical Ingredients
13444,1718039,"Voriconazole Related Compound C (10 mg) (1-(2,4-Difluorophenyl)-2-(1H-1,2,4-triazol-1-yl)ethanone)",Impurity
9979,1636005,Sulfasalazine (125 mg),Active Pharmaceutical Ingredients
16215,1173042,Desloratadine (200 mg),Active Pharmaceutical Ingredients
8919,1249701,Esmolol Hydrochloride (100 mg),Active Pharmaceutical Ingredients
15718,1235977,"Entecavir Related Compound A (15 mg) (9-[(1S,3R,4S)-4-Dimethylphenylsilyl-3-(benzyloxymethyl)-2-methylenecyclopentyl]guanine)",Impurity
78033,1286141,Formoterol Related Compound D (30 mg) (N-(2-Hydroxy-5-(1-hydroxy-2-{[1-(4-methoxyphenyl)propan-2-yl](methyl)amino}ethyl)phenyl)formamide fumarate),Impurity
80085,1042351,Formoterol Related Compound A (30 mg) (2-Amino-4-(1-hydroxy-2-((1-(4-methoxyphenyl)propan-2-yl)amino)ethyl)phenol),Impurity
7421,1081807,1-Butanol (1.2 mL/ampule; 3 ampules),General Chapters
2986,1570428,2-Propanol (1.2 mL/ampule; 3 ampules),General Chapters
5458,1570406,1-Propanol (1.2 mL/ampule; 3 ampules),General Chapters
10387,1572547,"Propofol Related Compound B (30 mg) (2,6-Diisopropyl-1,4-benzoquinone)",Impurity
10217,1572503,Propofol (500 mg),Active Pharmaceutical Ingredients
9720,1687006,Trihexyphenidyl Hydrochloride (200 mg),Active Pharmaceutical Ingredients
9984,1541500,Piperacillin (350 mg),Active Pharmaceutical Ingredients
13691,1541529,"Piperacillin Related Compound E (25 mg) (1-ethylpiperazine-2,3-dione)",Impurity
10899,1600824,"Repaglinide Related Compound A (10 mg) ((S)-3-Methyl-1-[2-(1-piperidinyl)phenyl]butylamine, N-acetyl-L-glutamate salt)",Impurity
5083,1496802,Parachlorophenol (500 mg),Other Compendial Uses
2602,1692710,Trimipramine Related Compound A (25 mg) (dehydro trimipramine),Impurity
17242,1020023,Gamma-Aminobutyric Acid (50 mg),Impurity
13586,1342037,Insulin Aspart (7.62 mg) (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
11876,1725036,"Zonisamide Related Compound C (20 mg) (N'-(benzisoxazol-3-ylmethylsulfonyl)-N,N-dimethylformimidamide)",Impurity
12591,1478436,"Olopatadine Related Compound C (35 mg) ((11-oxo-6,11-dihydrodibenzo[b,e]oxepin-2-yl)acetic acid)",Impurity
12624,1235864,Enoxaparin Sodium Molecular Weight Calibrant B (6.0 mg),Product Specific Reference Standard
11266,1623648,Sufentanil Citrate CII (25 mg),Active Pharmaceutical Ingredients
1575,1672745,Tranexamic Acid (200 mg),Active Pharmaceutical Ingredients
6550,1357045,Leflunomide Related Compound A (100 mg) (4-(trifluoromethyl)aniline),Impurity
16190,1356960,Leflunomide (200 mg),Active Pharmaceutical Ingredients
7985,1516502,Phendimetrazine Tartrate CIII (350 mg),Active Pharmaceutical Ingredients
11551,1699300,Trospium Chloride (100 mg),Active Pharmaceutical Ingredients
10165,1443919,"Milrinone Related Compound A (50 mg) (1,6-Dihydro-2-methyl-6-oxo(3,4'-bipyridine)-5-carboxamide)",Impurity
29910,1554148,Prasugrel Related Compound D,Impurity
6168,1359903,Levocarnitine (400 mg),Dietary Supplements
10980,1287766,Galantamine Hydrobromide Racemic (15 mg),Impurity
3669,1491296,Oxytocin Identification (15 mg) (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
12929,1604610,Risedronate Sodium (350 mg),Active Pharmaceutical Ingredients
10098,1269470,"Fenoldopam Related Compound B (20 mg) (1-(4-Hydroxyphenyl)-2,3,4,5-tetrahydro-1H-benzo[d]azepine-7,8-diol methanesulfonate)",Impurity
8635,1285964,"Fluvastatin Related Compound B (15 mg) ([R*,S*-E]-(+/-)-7-[3-(4-fluorophenyl)-1-methylethyl-1H-indol-2-yl]-3,5-dihydroxy-6-heptenoic acid 1,1, dimethylethyl ester)",Impurity
77977,1282026,"Fluphenazine Related Compound B (50 mg) (10-{3-[4-(2-Hydroxyethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-phenothiazine 5,5-dioxide)",Impurity
9707,1545409,Polacrilex Resin (100 mg) (Methacrylic acid polymer with divinylbenzene),Active Pharmaceutical Ingredients
9838,1044800,Atracurium Besylate (100 mg),Active Pharmaceutical Ingredients
14426,1166003,Deferoxamine Mesylate (300 mg),Active Pharmaceutical Ingredients
10122,1491354,Paclitaxel Related Compound B (20 mg) (10-deacetyl-7-epipaclitaxel),Impurity
7052,1609614,Salmeterol Related Compound A (20 mg) (4-[1-Hydroxy-2-(4-phenylbutylamino)ethyl]-2-(hydroxymethyl)phenol),Impurity
74241,1699049,Tropicamide Related Compound D (15 mg) (List Chemical) (2-phenylacetic acid),Impurity
41623,1445437,"Molindone Related Compound A (20 mg) (3-Ethyl-2-methyl-1,5,6,7-tetrahydro-4H-indol-4-one)",Impurity
78499,1357170,Lacosamide Related Compound F (30 mg) (2-Acetamido-N-benzyl-3-hydroxypropanamide),Impurity
6511,1236506,4-Epianhydrotetracycline Hydrochloride (50 mg),Impurity
11937,1134062,Cimetidine (200 mg),Active Pharmaceutical Ingredients
14414,1056504,"1,4-Benzoquinone (200 mg)",General Chapters
9977,1561518,Primaquine Related Compound A (15 mg) (8-[(4-Aminopentyl)amino]-6-methoxyquinoline),Impurity
14578,1604847,"Rivastigmine Tartrate R-Isomer (20 mg) ((R)-3-[1-(Dimethylamino)ethyl]phenyl ethyl(methyl)carbamate, hydrogen tartrate)",Impurity
9684,1711472,"Verteporfin Related Compound A (50 mg) ((+/-)18-Ethenyl-4,4a-dihydro-3,4-bis(methoxycarbonyl)-4a,8,14,19-tetramethyl-23H,25H-benzo[b]prophine-9,13-dipropanoic acid)",Impurity
11847,1201002,"17alpha-Dihydroequilin (50 mg) (Estra-1,3,5(10),7-tetraene-3,17alpha-diol)",Impurity
15313,1614400,Sodium Methanesulfonate,Non-Compendial
13418,1282729,Fondaparinux Sodium System Suitability Mixture A (2.5 mg),Product Specific Reference Standard
6349,1273003,Fludrocortisone Acetate (200 mg),Active Pharmaceutical Ingredients
10270,1444252,"Mirtazapine Related Compound D (50 mg) (2-Methyl-1,2,3,4-tetrahydrobenzo[c]pyrazino[1,2-a]pyrido[3,2-f]azepin-10(14bH)-one)",Impurity
14038,1032007,Amphotericin B (125 mg) (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
15079,1568084,"Proguanil Related Compound F (25 mg) (1-(3,4-dichlorophenyl)-5-isopropylbiguanide hydrochloride)",Impurity
11137,1553000,Pralidoxime Chloride (200 mg),Active Pharmaceutical Ingredients
3817,1011029,"Acitretin Related Compound B (20 mg) (ethyl (all-E)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethylnona-2,4,6,8-tetraenoate)",Impurity
16145,1667235,"Racemic Tiagabine Hydrochloride Mixture (25 mg) ((S)-(+),(R)-(-)-1-[4,4-bis(3-methyl-2-thienyl)-3-butenyl]nipecotic acid, hydrochloride)",Impurity
59468,1046213,Azelastine Related Compound F (20 mg) (4-[4-(4-Chlorobenzyl)-1-oxophthalazin-2(1H)-yl]-1-methylazepane 1-oxide),Impurity
77128,1686386,Triglycine (50 mg) (glycylglycylglycine),Dietary Supplements
11507,1147009,Colistimethate Sodium (200 mg),Product Specific Reference Standard
15697,1123146,Chlorpheniramine Related Compound C (10 mg) (3-(4-chlorophenyl)-N-methyl-3-(pyridin-2-yl)propan-1-amine maleate),Impurity
7367,1437450,Methyl Salicylate (2 mL),Excipients
10834,1539701,Pindolol (200 mg),Active Pharmaceutical Ingredients
10132,1374226,Magnesium Carbonate (2 g),Dietary Supplements
30554,1121038,8-Chlorotheophylline (200 mg),Impurity
9840,1724656,Zileuton (150 mg),Active Pharmaceutical Ingredients
8935,1268965,Eugenol (5 x 100 mg),Food Ingredients
11101,1639003,Sulfisoxazole Acetyl (200 mg),Active Pharmaceutical Ingredients
57995,1443431,"Miconazole Related Compound C (50 mg) (2-[(2,4-Dichlorobenzyl)oxy]-2-(2,4-dichlorophenyl)ethan-1-amine hydrochloride)",Impurity
12029,1270731,Flavoxate Related Compound C (20 mg) (3-Methylflavone-8-carboxylic acid ethyl ester),Impurity
13063,1225022,"Doxapram Related Compound B (25 mg) (1-Ethyl-4-{2-[(2-hydroxyethyl)amino]ethyl}-3,3-diphenylpyrrolidin-2-one, hydrochloride)",Impurity
3023,1445426,Moexipril Hydrochloride (100 mg),Active Pharmaceutical Ingredients
15146,1445642,"Moexipril Related Compound E (20 mg) ((S)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid, hydrochloride)",Impurity
16921,1445608,"Moexipril Related Compound A (20 mg) ((3S)-2-{(2S)-N-[(1S)-1-Carboxy-3-phenylpropyl]alanyl}-1,2,3,4-tetrahydro-6,7-dimethoxy-3-isoquinolinecarboxylic acid)",Impurity
57405,1481044,Oxacillin Related Compound C (15 mg) (5-Methyl-3-phenylisoxazole-4-carboxylic acid),Impurity
10863,1490103,Oxyquinoline Sulfate (200 mg),Excipients
6899,1075553,Bismuth Subsalicylate (100 mg),Active Pharmaceutical Ingredients
15440,1097953,"Cefotaxime Related Compound E (15 mg) ((Z)-2-(2-aminothiazol-4-yl)-N-{(5aR,6R)-1,7-dioxo-1,3,4,5a,6,7-hexahydroazeto[2,1-b]furo[3,4-d][1,3]thiazin-6-yl}-2-(methoxyimino)acetamide)",Impurity
14817,1097727,Cefetamet (15 mg),Active Pharmaceutical Ingredients
13601,1724066,Zanamivir Resolution Mixture (0.25 mg) (Mixture of zanamivir and talo-zanamivir),System Suitability
9906,1283313,Foscarnet Related Compound B (10 mg) (disodium (ethoxyoxidophosphanyl)formate),Impurity
16720,1228541,"Dronedarone Related Compound A (25 mg) (N-{2-Butyl-3-[4-(3-butylaminopropoxy)benzoyl]benzofuran-5-yl}methanesulfonamide, hydrochloride)",Impurity
14523,1300004,Guaiacol (1 g) (2-Methoxyphenol),Impurity
59188,1238217,"Eprosartan Mesylate (50 mg) ((E)-2-Butyl-1-(p-carboxybenzyl)-alpha-2-thenylimidazole-5-acrylic acid, monomethanesulfonate)",Active Pharmaceutical Ingredients
4800,1294808,Glutamine (100 mg),Dietary Supplements
12546,1478822,"Orlistat Related Compound B (20 mg) (diisopropyl hydrazine-1,2-dicarboxylate)",Impurity
16101,1578612,Protamine Sulfate (2.73 mg),Product Specific Reference Standard
10314,1134459,Ciprofloxacin Formamide (125 mg),Impurity
14360,1286322,Fosfomycin Tromethamine (800 mg),Active Pharmaceutical Ingredients
11589,1008501,Acetylcholine Chloride (200 mg),Active Pharmaceutical Ingredients
11172,1502701,Penicillin G Sodium (150 mg),Active Pharmaceutical Ingredients
11213,1457505,Natamycin (200 mg),Active Pharmaceutical Ingredients
13109,1179887,Dextran 70 Calibration (100 mg),Product Specific Reference Standard
